case_id,subject_id,scenario_name,policy_id,semantic_role,research_status,number_of_executed_trials,number_of_exploit_trials,number_of_explore_trials,number_of_bundle_authorized_trials,number_of_executed_false_improvements,reference_actual_J,final_best_actual_J,actual_J_reduction_from_reference,cumulative_regret_vs_best_before,model_update_count,final_best_alpha_hip,final_best_alpha_knee,final_best_alpha_phase,final_operating_alpha_hip,final_operating_alpha_knee,final_operating_alpha_phase,stop_reason,trial_budget,heldout_final_test_used,calibration_cases_used_for_policy_outcomes,new_policy_default_enabled,human_ready,robot_motion_approved,model_reliability_status,evaluated_decision_rounds,missed_improvement_rounds,premature_conservative_stops,correct_local_stops,final_selected_J_truth,truth_optimum_trajectory_id,truth_optimum_J,truth_optimum_alpha_hip,truth_optimum_alpha_knee,truth_optimum_alpha_phase,global_truth_regret,final_local_regret,post_policy_truth_fed_back
prospective_subject_001__nonlinear_stiffness_strong,prospective_subject_001,nonlinear_stiffness_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,CUMULATIVE_ENDPOINT_SEMANTICS_COMPARATOR,RESEARCH_ONLY,16,16,0,16,0,1,0.964899844417,0.0351001555827,0,16,0,-3.5,0,0,-4,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,17,17,1,0,0.964903588382,asym_h-5.000_k-5.000_p-0.02500,0.939022229778,-5,-5,-0.025,0.0258813586043,0.00238121801491,False
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,S0_CURRENT_ADDITIVE_MARGIN,CURRENT_RESEARCH_CANDIDATE_COMPARATOR,RESEARCH_ONLY,9,1,8,0,0,1,0.994967735184,0.00503226481629,0.0304081890719,9,0,-1,0,0,-1,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,10,1,0,1,0.994971239995,asym_h+2.000_k-5.000_p+0.03000,0.974173691782,2,-5,0.03,0.0207975482133,0.00124987894265,False
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,CATEGORICAL_DIRECTION_EVIDENCE_COMPARATOR,RESEARCH_ONLY,9,1,8,0,0,1,0.994967735184,0.00503226481629,0.0304081890719,9,0,-1,0,0,-1,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,10,1,0,1,0.994971239995,asym_h+2.000_k-5.000_p+0.03000,0.974173691782,2,-5,0.03,0.0207975482133,0.00124987894265,False
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,TRANSPARENT_INTERVAL_COMPARATOR,RESEARCH_ONLY,9,1,8,0,0,1,0.994967735184,0.00503226481629,0.0304081890719,9,0,-1,0,0,-1,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,10,1,0,1,0.994971239995,asym_h+2.000_k-5.000_p+0.03000,0.974173691782,2,-5,0.03,0.0207975482133,0.00124987894265,False
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,CUMULATIVE_ENDPOINT_SEMANTICS_COMPARATOR,RESEARCH_ONLY,20,13,7,12,0,1,0.982599482561,0.0174005174392,0.100669480263,20,0,-3.5,0,0,-4,0,STOP_MAX_PERSONALIZATION_TRIALS,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,20,1,0,0,0.982603045275,asym_h+2.000_k-5.000_p+0.03000,0.974173691782,2,-5,0.03,0.00842935349385,0.00122089041535,False
prospective_subject_002__hip_knee_coupling_strong,prospective_subject_002,hip_knee_coupling_strong,S0_CURRENT_ADDITIVE_MARGIN,CURRENT_RESEARCH_CANDIDATE_COMPARATOR,RESEARCH_ONLY,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,1,1,0,1,asym_h+2.000_k-5.000_p+0.03000,0.970898815538,2,-5,0.03,0.0291011844616,0.00140683073326,False
prospective_subject_002__hip_knee_coupling_strong,prospective_subject_002,hip_knee_coupling_strong,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,CATEGORICAL_DIRECTION_EVIDENCE_COMPARATOR,RESEARCH_ONLY,3,3,0,0,0,1,0.983392630946,0.0166073690539,0,3,0,-3,0,0,-3,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,4,1,1,0,0.983395939826,asym_h+2.000_k-5.000_p+0.03000,0.970898815538,2,-5,0.03,0.0124971242879,0.00135654964182,False
prospective_subject_002__hip_knee_coupling_strong,prospective_subject_002,hip_knee_coupling_strong,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,TRANSPARENT_INTERVAL_COMPARATOR,RESEARCH_ONLY,3,3,0,0,0,1,0.983392630946,0.0166073690539,0,3,0,-3,0,0,-3,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,4,1,1,0,0.983395939826,asym_h+2.000_k-5.000_p+0.03000,0.970898815538,2,-5,0.03,0.0124971242879,0.00135654964182,False
prospective_subject_002__hip_knee_coupling_strong,prospective_subject_002,hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,CUMULATIVE_ENDPOINT_SEMANTICS_COMPARATOR,RESEARCH_ONLY,7,7,0,4,0,1,0.977991439639,0.022008560361,0,7,0,-4,0,0,-4,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,8,5,1,0,0.977994774453,asym_h+2.000_k-5.000_p+0.03000,0.970898815538,2,-5,0.03,0.0070959589148,0.00133985984679,False
prospective_subject_003__matched_linear,prospective_subject_003,matched_linear,S0_CURRENT_ADDITIVE_MARGIN,CURRENT_RESEARCH_CANDIDATE_COMPARATOR,RESEARCH_ONLY,13,5,8,0,0,1,0.973706313745,0.0262936862545,0.18007572527,13,0,-5,0,0,-5,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,14,1,0,1,0.973709602551,asym_h+2.000_k-5.000_p+0.03000,0.972872528207,2,-5,0.03,0.000837074344438,9.10135311324e-05,False
prospective_subject_003__matched_linear,prospective_subject_003,matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,CATEGORICAL_DIRECTION_EVIDENCE_COMPARATOR,RESEARCH_ONLY,13,5,8,0,0,1,0.973706313745,0.0262936862545,0.18007572527,13,0,-5,0,0,-5,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,14,1,0,1,0.973709602551,asym_h+2.000_k-5.000_p+0.03000,0.972872528207,2,-5,0.03,0.000837074344438,9.10135311324e-05,False
prospective_subject_003__matched_linear,prospective_subject_003,matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,TRANSPARENT_INTERVAL_COMPARATOR,RESEARCH_ONLY,13,5,8,0,0,1,0.973706313745,0.0262936862545,0.18007572527,13,0,-5,0,0,-5,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,14,1,0,1,0.973709602551,asym_h+2.000_k-5.000_p+0.03000,0.972872528207,2,-5,0.03,0.000837074344438,9.10135311324e-05,False
prospective_subject_003__matched_linear,prospective_subject_003,matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,CUMULATIVE_ENDPOINT_SEMANTICS_COMPARATOR,RESEARCH_ONLY,13,5,8,0,0,1,0.973706313745,0.0262936862545,0.18007572527,13,0,-5,0,0,-5,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,14,1,0,1,0.973709602551,asym_h+2.000_k-5.000_p+0.03000,0.972872528207,2,-5,0.03,0.000837074344438,9.10135311324e-05,False
prospective_subject_003__combined_strong,prospective_subject_003,combined_strong,S0_CURRENT_ADDITIVE_MARGIN,CURRENT_RESEARCH_CANDIDATE_COMPARATOR,RESEARCH_ONLY,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,1,1,0,1,asym_h-5.000_k-5.000_p+0.00000,0.946233948178,-5,-5,0,0.0537660518215,0.00230072092584,False
prospective_subject_003__combined_strong,prospective_subject_003,combined_strong,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,CATEGORICAL_DIRECTION_EVIDENCE_COMPARATOR,RESEARCH_ONLY,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,1,1,0,1,asym_h-5.000_k-5.000_p+0.00000,0.946233948178,-5,-5,0,0.0537660518215,0.00230072092584,False
prospective_subject_003__combined_strong,prospective_subject_003,combined_strong,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,TRANSPARENT_INTERVAL_COMPARATOR,RESEARCH_ONLY,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,1,1,1,0,1,asym_h-5.000_k-5.000_p+0.00000,0.946233948178,-5,-5,0,0.0537660518215,0.00230072092584,False
prospective_subject_003__combined_strong,prospective_subject_003,combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,CUMULATIVE_ENDPOINT_SEMANTICS_COMPARATOR,RESEARCH_ONLY,16,16,0,16,0,1,0.967008627498,0.0329913725023,0,16,0,-3.75,0,0,-4,0,STOP_NO_RELIABLE_IMPROVEMENT_NO_USEFUL_FRONTIER,20,False,False,False,False,False,RESEARCH_DIAGNOSTIC_NOT_FORMALLY_RELIABLE,17,17,1,0,0.967011310526,asym_h-5.000_k-5.000_p+0.00000,0.946233948178,-5,-5,0,0.0207773623475,0.00208472664864,False
