case_id,subject_id,scenario_name,iteration,trajectory_id,alpha_hip,alpha_knee,alpha_phase,guard_id,uncertainty_bound_type,uncertainty_bound,delta_J_pred,delta_J_truth_post_decision,model_supported,would_exploit,true_improvement,false_improvement,missed_improvement,counterfactual_status,policy_executed_from_counterfactual,truth_used_to_construct_guard,truth_used_only_for_posthoc_outcome,heldout_final_test_used
hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-0.00594152473249,-0.00594152473249,True,True,True,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00594152473249,-0.00594152473249,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00594152473249,-0.00594152473249,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-0.000105013697873,-0.000105013697873,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.000105013697873,-0.000105013697873,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.000105013697873,-0.000105013697873,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.000118588503219,0.000118588503218,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.000118588503219,0.000118588503218,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,2,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.000118588503219,0.000118588503218,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+1.000_k-1.000_p+0.00000,1,-1,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-0.000206927452996,-0.000206927452996,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+1.000_k-1.000_p+0.00000,1,-1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.000206927452996,-0.000206927452996,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+1.000_k-1.000_p+0.00000,1,-1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.000206927452996,-0.000206927452996,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h-1.000_k-1.000_p+0.00000,-1,-1,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.000248242995992,0.000248242995992,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h-1.000_k-1.000_p+0.00000,-1,-1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.000248242995992,0.000248242995992,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h-1.000_k-1.000_p+0.00000,-1,-1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.000248242995992,0.000248242995992,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k+0.000_p+0.00000,0,0,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.00594152473249,0.00594152473249,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k+0.000_p+0.00000,0,0,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00594152473249,0.00594152473249,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k+0.000_p+0.00000,0,0,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00594152473249,0.00594152473249,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-0.00586212927914,-0.00586212927914,True,True,True,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00586212927914,-0.00586212927914,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00586212927914,-0.00586212927914,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-1.000_p+0.01000,0,-1,0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-9.53630291952e-05,-9.53630291952e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-1.000_p+0.01000,0,-1,0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-9.53630291952e-05,-9.53630291952e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-1.000_p+0.01000,0,-1,0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-9.53630291952e-05,-9.53630291952e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-1.000_p-0.01000,0,-1,-0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.000110742716212,0.000110742716212,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-1.000_p-0.01000,0,-1,-0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.000110742716212,0.000110742716212,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,3,asym_h+0.000_k-1.000_p-0.01000,0,-1,-0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.000110742716212,0.000110742716212,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+1.000_k-2.000_p+0.00000,1,-2,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-0.000165587504592,-0.000165587504592,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+1.000_k-2.000_p+0.00000,1,-2,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.000165587504592,-0.000165587504592,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+1.000_k-2.000_p+0.00000,1,-2,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.000165587504592,-0.000165587504592,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h-1.000_k-2.000_p+0.00000,-1,-2,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.000206565974244,0.000206565974244,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h-1.000_k-2.000_p+0.00000,-1,-2,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.000206565974244,0.000206565974244,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h-1.000_k-2.000_p+0.00000,-1,-2,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.000206565974244,0.000206565974244,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.00586212927914,0.00586212927914,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00586212927914,0.00586212927914,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00586212927914,0.00586212927914,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-0.00578383630714,-0.00578383630714,True,True,True,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00578383630714,-0.00578383630714,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00578383630714,-0.00578383630714,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-2.000_p+0.01000,0,-2,0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-8.65671727237e-05,-8.65671727236e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-2.000_p+0.01000,0,-2,0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-8.65671727237e-05,-8.65671727236e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-2.000_p+0.01000,0,-2,0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-8.65671727237e-05,-8.65671727236e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-2.000_p-0.01000,0,-2,-0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.000102032326862,0.000102032326862,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-2.000_p-0.01000,0,-2,-0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.000102032326862,0.000102032326862,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,4,asym_h+0.000_k-2.000_p-0.01000,0,-2,-0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.000102032326862,0.000102032326862,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+1.000_k-3.000_p+0.00000,1,-3,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-0.000124878847022,-0.000124878847022,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+1.000_k-3.000_p+0.00000,1,-3,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.000124878847022,-0.000124878847022,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+1.000_k-3.000_p+0.00000,1,-3,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.000124878847022,-0.000124878847022,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h-1.000_k-3.000_p+0.00000,-1,-3,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.000165508227442,0.000165508227442,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h-1.000_k-3.000_p+0.00000,-1,-3,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.000165508227442,0.000165508227442,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h-1.000_k-3.000_p+0.00000,-1,-3,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.000165508227442,0.000165508227442,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.00578383630714,0.00578383630714,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00578383630714,0.00578383630714,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00578383630714,0.00578383630714,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-0.00570581642967,-0.00570581642967,True,True,True,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00570581642967,-0.00570581642967,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00570581642967,-0.00570581642967,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-3.000_p+0.01000,0,-3,0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-7.7771560924e-05,-7.77715609239e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-3.000_p+0.01000,0,-3,0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-7.7771560924e-05,-7.77715609239e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-3.000_p+0.01000,0,-3,0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-7.7771560924e-05,-7.77715609239e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-3.000_p-0.01000,0,-3,-0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,9.33174224441e-05,9.33174224441e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-3.000_p-0.01000,0,-3,-0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,9.33174224441e-05,9.33174224441e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,5,asym_h+0.000_k-3.000_p-0.01000,0,-3,-0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,9.33174224441e-05,9.33174224441e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+1.000_k-4.000_p+0.00000,1,-4,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-8.48232334154e-05,-8.48232334153e-05,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+1.000_k-4.000_p+0.00000,1,-4,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-8.48232334154e-05,-8.48232334153e-05,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+1.000_k-4.000_p+0.00000,1,-4,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-8.48232334154e-05,-8.48232334153e-05,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h-1.000_k-4.000_p+0.00000,-1,-4,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.000125092206062,0.000125092206062,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h-1.000_k-4.000_p+0.00000,-1,-4,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.000125092206062,0.000125092206062,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h-1.000_k-4.000_p+0.00000,-1,-4,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.000125092206062,0.000125092206062,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,0.00570581642967,0.00570581642967,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00570581642967,0.00570581642967,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00570581642967,0.00570581642967,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-0.00562809725397,-0.00562809725397,True,True,True,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00562809725397,-0.00562809725397,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00562809725397,-0.00562809725397,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+0.000_k-4.000_p+0.01000,0,-4,0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,2.53130849615e-14,-6.89789809263e-05,-6.89789809261e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+0.000_k-4.000_p+0.01000,0,-4,0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-6.89789809263e-05,-6.89789809261e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,6,asym_h+0.000_k-4.000_p+0.01000,0,-4,0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-6.89789809263e-05,-6.89789809261e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
