case_id,subject_id,scenario_name,trajectory_id,hip_delta,knee_delta,phase_delta,parent_reference_sha256,geometrically_admissible,J_pred,domain_coverage,model_supported,prediction_label,distance_to_supported_region,distance_to_supported_region_definition,can_calculate_equals_can_trust,diagnostic_model_trial_id,diagnostic_model_type,diagnostic_model_status,diagnostic_model_approval_status,diagnostic_model_human_readiness,diagnostic_identification_dataset_sha256,candidate_type,current_best_J_pred,delta_J_pred_vs_current,predicted_improvement_magnitude,validation_uncertainty_bound,algorithm_equivalence_tolerance,improvement_margin,support_role,distance_role,decision_guard_rule_status,validation_pair_count,current_model_supported,decision_guard_status,research_exploit_eligible,support_alone_approved_exploit,formal_personalization_approval,iteration,policy_id,selected_for_execution,selection_mode,guard_id,bundle_decision_id,stopping_rule_id,authorization_mode,D0_current_guard_authorized,D1_independent_P95_margin,D1_independent_P95_authorized,old_G2_development_P95_margin,old_G2_development_P95_authorized,independent_one_step_P95,truth_used_for_comparator
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.976706693252,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,11,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,56e0c56e580b89a79653e25e1934730298c857b3a65103dba9475df6091c3e72,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,0.00562809725397,-0.00562809725397,2.53130849615e-14,0.005,-0.010628097254,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,10,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.0125957200629,False,-0.0110590540129,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-5.000_p+0.01000,0,-5,0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971018403764,99.7506234414,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,11,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,56e0c56e580b89a79653e25e1934730298c857b3a65103dba9475df6091c3e72,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,-6.01922331004e-05,6.01922331004e-05,2.53130849615e-14,0.005,-0.00493980776692,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,10,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00690743057582,False,-0.00537076452582,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-5.000_p-0.01000,0,-5,-0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971154481155,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,11,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,56e0c56e580b89a79653e25e1934730298c857b3a65103dba9475df6091c3e72,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,7.58851572137e-05,-7.58851572137e-05,2.53130849615e-14,0.005,-0.00507588515724,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,10,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00704350796613,False,-0.00550684191614,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971033154223,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,12,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,edf61b36f51c0e5b77704565df1968b0873fe922a26a79967783869e386d52e6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,-4.54417742705e-05,4.54417742705e-05,2.53130849615e-14,0.005,-0.00495455822575,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,11,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00692218103465,False,-0.00538551498465,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h-1.000_k-5.000_p+0.00000,-1,-5,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971163935728,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,12,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,edf61b36f51c0e5b77704565df1968b0873fe922a26a79967783869e386d52e6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,8.53397305144e-05,-8.53397305144e-05,2.53130849615e-14,0.005,-0.00508533973054,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,11,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00705296253943,False,-0.00551629648944,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.976706693252,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,12,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,edf61b36f51c0e5b77704565df1968b0873fe922a26a79967783869e386d52e6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,0.00562809725397,-0.00562809725397,2.53130849615e-14,0.005,-0.010628097254,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,11,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.0125957200629,False,-0.0110590540129,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-5.000_p+0.01000,0,-5,0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971018403764,99.7506234414,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,12,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,edf61b36f51c0e5b77704565df1968b0873fe922a26a79967783869e386d52e6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,-6.01922331004e-05,6.01922331004e-05,2.53130849615e-14,0.005,-0.00493980776692,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,11,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00690743057582,False,-0.00537076452582,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-5.000_p-0.01000,0,-5,-0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971154481155,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,12,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,edf61b36f51c0e5b77704565df1968b0873fe922a26a79967783869e386d52e6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,7.58851572137e-05,-7.58851572137e-05,2.53130849615e-14,0.005,-0.00507588515724,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,11,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00704350796613,False,-0.00550684191614,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971033154223,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,13,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,2135356852aab0412258c3934bba19e06800e0ade204c626f1afcbf44d9f7af1,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,-4.54417742705e-05,4.54417742705e-05,2.53130849615e-14,0.005,-0.00495455822575,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,12,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00692218103465,False,-0.00538551498465,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h-1.000_k-5.000_p+0.00000,-1,-5,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971163935728,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,13,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,2135356852aab0412258c3934bba19e06800e0ade204c626f1afcbf44d9f7af1,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,8.53397305144e-05,-8.53397305144e-05,2.53130849615e-14,0.005,-0.00508533973054,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,12,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00705296253943,False,-0.00551629648944,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.976706693252,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,13,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,2135356852aab0412258c3934bba19e06800e0ade204c626f1afcbf44d9f7af1,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,0.00562809725397,-0.00562809725397,2.53130849615e-14,0.005,-0.010628097254,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,12,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.0125957200629,False,-0.0110590540129,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-5.000_p+0.01000,0,-5,0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971018403764,99.7506234414,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,13,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,2135356852aab0412258c3934bba19e06800e0ade204c626f1afcbf44d9f7af1,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,-6.01922331004e-05,6.01922331004e-05,2.53130849615e-14,0.005,-0.00493980776692,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,12,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00690743057582,False,-0.00537076452582,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-5.000_p-0.01000,0,-5,-0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971154481155,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,13,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,2135356852aab0412258c3934bba19e06800e0ade204c626f1afcbf44d9f7af1,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,7.58851572137e-05,-7.58851572137e-05,2.53130849615e-14,0.005,-0.00507588515724,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,12,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00704350796613,False,-0.00550684191614,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971033154223,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,14,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,af6890d31f00b4633ae0b710502c97b9fd2080c22877f0d4a30827035a5f47f6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,-4.54417742705e-05,4.54417742705e-05,2.53130849615e-14,0.005,-0.00495455822575,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,13,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00692218103465,False,-0.00538551498465,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h-1.000_k-5.000_p+0.00000,-1,-5,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971163935728,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,14,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,af6890d31f00b4633ae0b710502c97b9fd2080c22877f0d4a30827035a5f47f6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,8.53397305144e-05,-8.53397305144e-05,2.53130849615e-14,0.005,-0.00508533973054,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,13,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00705296253943,False,-0.00551629648944,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.976706693252,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,14,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,af6890d31f00b4633ae0b710502c97b9fd2080c22877f0d4a30827035a5f47f6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,0.00562809725397,-0.00562809725397,2.53130849615e-14,0.005,-0.010628097254,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,13,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.0125957200629,False,-0.0110590540129,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-5.000_p+0.01000,0,-5,0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971018403764,99.7506234414,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,14,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,af6890d31f00b4633ae0b710502c97b9fd2080c22877f0d4a30827035a5f47f6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,-6.01922331004e-05,6.01922331004e-05,2.53130849615e-14,0.005,-0.00493980776692,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,13,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00690743057582,False,-0.00537076452582,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-5.000_p-0.01000,0,-5,-0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971154481155,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,14,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,af6890d31f00b4633ae0b710502c97b9fd2080c22877f0d4a30827035a5f47f6,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,7.58851572137e-05,-7.58851572137e-05,2.53130849615e-14,0.005,-0.00507588515724,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,13,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00704350796613,False,-0.00550684191614,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+1.000_k-5.000_p+0.00000,1,-5,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971033154223,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,15,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,0fd0e27ab73f3a1cbfc7f934f26b50c22537a7c1923833c8d1ece86f3b075598,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,-4.54417742705e-05,4.54417742705e-05,2.53130849615e-14,0.005,-0.00495455822575,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,14,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00692218103465,False,-0.00538551498465,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h-1.000_k-5.000_p+0.00000,-1,-5,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.971163935728,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,15,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,0fd0e27ab73f3a1cbfc7f934f26b50c22537a7c1923833c8d1ece86f3b075598,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,8.53397305144e-05,-8.53397305144e-05,2.53130849615e-14,0.005,-0.00508533973054,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,14,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00705296253943,False,-0.00551629648944,False,0.00196762280892,False
hip_stiff__matched_linear,hip_stiff,matched_linear,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.976706693252,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,15,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,0fd0e27ab73f3a1cbfc7f934f26b50c22537a7c1923833c8d1ece86f3b075598,LOCAL_EXPLOIT_NEIGHBORHOOD,0.971078595998,0.00562809725397,-0.00562809725397,2.53130849615e-14,0.005,-0.010628097254,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,14,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.0125957200629,False,-0.0110590540129,False,0.00196762280892,False
